"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04210","Apoptosis","105/5851","136/8662",0.00842700989016789,0.0210987358731611,0.0112360131868905,"IL3RA/PARP4/PMAIP1/TUBAL3/GADD45G/AKT3/CTSO/PTPN13/TUBA3E/TNF/IL3/BCL2A1/ENDOG/MAPK8/CASP6/MAP2K1/TUBA3D/MAP3K5/PIK3CA/PARP1/NGF/FADD/ITPR3/NRAS/CASP8/BIRC3/TP53/ATM/FASLG/JUN/HRAS/BID/LMNB1/TUBA3C/CSF2RB/EIF2S1/ITPR2/CTSH/IKBKB/LMNB2/MAPK9/XIAP/BAD/CTSD/ERN1/DAB2IP/SPTAN1/PARP3/PIK3R1/CHUK/MAP2K2/CTSS/ITPR1/APAF1/TUBA4A/SPTA1/CFLAR/RELA/RAF1/PIK3R3/CASP10/BIRC2/CAPN2/GADD45A/PIK3CD/BCL2L11/NTRK1/MAPK1/CTSB/FOS/BCL2L1/MAP3K14/AIFM1/CYCS/TUBA8/ACTG1/ATF4/DAXX/MAPK10/PIK3CB/PIK3R2/PRF1/ACTB/RIPK1/TNFRSF10B/TNFRSF10A/CASP7/TUBA1B/CTSC/FAS/CTSF/BIRC5/CTSW/NFKB1/CASP3/MCL1/TUBA1A/AKT1/BAX/EIF2AK3/AKT2/TNFRSF1A/KRAS/HTRA2/LMNA",105
"hsa04728","Dopaminergic synapse","102/5851","132/8662",0.00893628503047878,0.0220617688681815,0.0117488709948895,"DRD4/MAOB/DRD5/KIF5B/CREB5/AKT3/GNG11/SLC6A3/CALML5/CALML3/ATF6B/GNAI1/KCNJ3/DRD1/GRIA3/KCNJ9/PPP2CB/GNG10/MAPK8/PRKCB/KIF5A/GNG3/GNG8/GRIA2/ITPR3/CAMK2B/GNG13/SCN1A/GNG12/GNB1/CACNA1C/PPP2R3B/PPP2R5E/PLCB2/MAPK12/GNAI2/PPP2R2D/PRKACA/KIF5C/PLCB4/PRKACG/PPP2R5D/PPP2R5B/ITPR2/CREB3L1/PLCB3/GNB4/GNB2/GNB3/MAPK9/GNAS/PPP2R2B/GSK3A/CACNA1A/GRIN2A/GSK3B/CALM1/GNG2/PRKCG/GRIN2B/ITPR1/GRIA1/CREB3L2/TH/PPP2R1A/DRD3/ADCY5/CACNA1D/PPP2R3A/DRD2/GNAI3/FOS/GNAQ/CLOCK/GNAL/MAPK11/PPP2R1B/PRKCA/ATF4/PPP3CB/KCNJ5/MAPK10/MAOA/GNB5/MAPK13/PPP2R5A/CACNA1B/PLCB1/ARRB2/PPP2R5C/CAMK2G/CREB3L3/DDC/CAMK2A/AKT1/ARRB1/MAPK14/CAMK2D/AKT2/CREB1/GRIA4/PRKACB",102
"hsa04213","Longevity regulating pathway - multiple species","50/5851","61/8662",0.00894219625722148,0.0220617688681815,0.0117488709948895,"IRS2/ADCY1/AKT3/HSPA1A/HSPA1B/HSPA1L/IRS4/EIF4EBP2/HSPA6/PRKAB1/PIK3CA/ADCY6/IRS1/RPTOR/NRAS/PRKAB2/ADCY4/HRAS/ADCY2/ADCY9/INSR/CAT/IGF1R/PRKACA/FOXO3/ADCY8/PRKACG/ADCY7/PIK3R1/SOD2/ADCY3/CLPB/ADCY5/PIK3R3/PIK3CD/MTOR/PRKAG3/FOXO1/HSPA8/PIK3CB/PIK3R2/FOXA2/RPS6KB2/AKT1/AKT2/PRKAG2/PRKAA2/KRAS/RPS6KB1/PRKACB",50
"hsa05164","Influenza A","130/5851","171/8662",0.00921742314076711,0.0225760074027484,0.0120227258357832,"KPNA7/IFNA16/IFNA7/CREBBP/IFNA10/TLR7/AKT3/JAK2/PYCARD/TNF/HLA-DQB1/HLA-DQA2/HLA-DQA1/NXT1/EP300/ICAM1/IFNB1/IFNA21/SLC25A5/MAP2K1/CXCL10/IFNA14/IFNA5/IFNA2/IFNA8/HLA-DRB5/IFNA6/IFNA13/TLR4/PRKCB/FDPS/IL12B/PIK3CA/SLC25A31/FADD/PLG/TICAM1/SOCS3/IFNG/CASP8/IFIH1/IL1A/FASLG/SLC25A6/MX1/BID/TMPRSS11D/IFNAR2/HLA-DOA/HLA-DMB/PRSS1/EIF2S1/IKBKB/DNAJB1/KPNA2/TLR3/NXF3/IFNGR1/PIK3R1/TRAF3/CHUK/OAS2/MAP2K2/IL33/HNRNPUL1/RSAD2/APAF1/XPO1/VDAC1/TYK2/IKBKE/IRAK4/STAT2/RELA/RAF1/IL12A/PIK3R3/NUP98/NLRP3/PIK3CD/JAK1/ADAR/IRF9/NFKBIB/MAPK1/TMPRSS2/MX2/IRF7/PML/IFNGR2/CYCS/MAVS/ACTG1/PRKCA/HLA-DMA/HLA-DOB/IL1B/PIK3CB/PIK3R2/ACTB/PRSS3/CDK4/RNASEL/CALCOCO2/TNFRSF10B/TNFRSF10A/NXF1/FAS/IFNA4/TRIM25/NFKB1/CASP3/KPNA5/TBK1/OAS1/CIITA/OAS3/AKT1/EIF2AK2/BAX/KPNA6/CCL2/KPNA1/AKT2/TPSAB1/TPSD1/CASP1/TNFRSF1A/NLRX1/STAT1",130
"hsa05218","Melanoma","58/5851","72/8662",0.0101989518198384,0.0248003288856502,0.0132072757379202,"PTEN/FGF16/GADD45G/FGF9/FGF10/E2F1/E2F2/AKT3/FGF18/FGF17/MAP2K1/CDH1/CDKN2A/FGF20/EGF/PIK3CA/EGFR/FGF6/MDM2/CCND1/FGF19/FGF4/NRAS/TP53/RB1/HRAS/IGF1R/PDGFRA/HGF/PDGFD/FGF1/FGF21/BAD/FGF23/PIK3R1/MAP2K2/PDGFA/FGF2/BRAF/POLK/FGF5/PDGFC/DDB2/RAF1/PIK3R3/MITF/GADD45A/PIK3CD/MAPK1/PDGFRB/PIK3CB/PIK3R2/CDK4/FGFR1/AKT1/BAX/AKT2/KRAS",58
"hsa04966","Collecting duct acid secretion","24/5851","27/8662",0.0104311557374234,0.0251837902803507,0.0134114859481158,"ATP4B/ATP6V0D2/ATP6V1G1/ATP6V1F/ATP6V0A2/ATP6V1B1/CA2/SLC12A7/SLC4A1/ATP4A/TCIRG1/ATP6V0A1/CLCNKB/ATP6V1C2/ATP6V1E1/ATP6V1C1/ATP6V1G3/ATP6V0A4/ATP6V1D/ATP6V0C/ATP6V1E2/ATP6V0D1/ATP6V1B2/ATP6V1A",24
"hsa04730","Long-term depression","49/5851","60/8662",0.0110077408875569,0.0263873504964129,0.0140524351756045,"GNAZ/CRH/GNAI1/GRIA3/PPP2CB/PLA2G4A/MAP2K1/PLA2G4D/PRKCB/RYR1/GRIA2/ITPR3/NRAS/HRAS/PLCB2/GNAI2/IGF1R/GNA13/PLCB4/GUCY1A2/ITPR2/PLCB3/GNAS/CACNA1A/GRID2/PRKCG/MAP2K2/ITPR1/GRM1/BRAF/GRIA1/PPP2R1A/RAF1/GNAI3/MAPK1/GNAQ/LYN/PRKG1/PPP2R1B/PRKCA/GNA12/PLCB1/PLA2G4E/PPP1R17/PLA2G4F/NOS1/PRKG2/PLA2G4C/KRAS",49
"hsa04814","Motor proteins","145/5851","193/8662",0.0126534291590952,0.0301187257448886,0.0160395580889939,"KIF15/ACTR1B/MYO16/TUBAL3/MYO18B/MYO3A/DNAH10/KIF5B/TUBB1/TUBB6/DNALI1/KIF2B/TUBB4B/TUBA3E/KIF18A/KIF11/KIF4B/MYH13/MYH8/MYH4/MYH1/DNAH7/DNAH9/KIF3B/DYNLL2/TUBB2B/TUBB2A/KIF4A/CAPZA3/TUBA3D/TUBG2/DNAH5/KIF5A/DNAH11/KIF20B/MYH10/MYH6/MYH7/DNAH3/MYH15/DNAH8/MYH14/MYO1H/MYO7B/MYO1D/CAPZA1/MYO1F/KIF1B/MYO1E/KIF13B/MYO10/MYH11/MYL9/KIF6/DYNLRB2/KIF27/TUBA3C/KIF5C/MYH9/MYO5B/KIFC1/TUBB4A/MYO1G/KIF23/MYH2/MYH3/MYO5C/KIFAP3/KIF18B/DYNC1H1/KIF24/KIF14/KIFC2/KIF3A/MYH7B/MYO5A/KIF21A/KIF7/CENPE/MYO6/DNAL1/KLC1/KIF22/DCTN2/MYO9B/HOOK3/DNAH1/DYNC1I1/ACTC1/KIF17/DYNC2H1/MYO9A/DNAH2/ACTG2/KIF21B/MYO7A/DNAH12/TUBA4A/KIFC3/KIF3C/ACTA1/DNAH14/TNNT1/MYO18A/DNAH17/MYO15A/CAPZB/TNNI2/TNNT3/DCTN6/MYL12B/KIF13A/DYNC1LI1/MYO19/DYNC1LI2/TUBA8/ACTG1/TUBB8/TUBE1/DNAH6/MYO1C/DNAI1/MYL1/ACTB/MYL7/MYO1B/DYNLL1/TUBA1B/MYO1A/TUBB3/TUBG1/KIF2C/MYO3B/KIF26A/ACTA2/TUBA1A/DNAI2/KIF19/DCTN1/KIF1C/MYL10/MYL6B/TUBD1/KIF1A/TNNT2",145
"hsa04970","Salivary secretion","73/5851","93/8662",0.0133870338109044,0.0316420799166831,0.0168508117899496,"ADRA1D/CST5/CST2/ADRA1A/MUC5AC/ADCY1/CST4/CALML5/CALML3/BST1/ADRB1/ADRB2/PRKCB/CAMP/ADCY6/ITPR3/ATP2B1/AQP5/ATP2B2/ADCY4/PLCB2/ADCY2/ADCY9/MUC5B/PRKACA/SLC9A1/ADCY8/CST1/SLC12A2/PLCB4/PRKACG/TRPV6/ATP1B2/GUCY1A2/ITPR2/ATP1A2/ATP1A4/PLCB3/ADCY7/ATP1A1/SLC4A2/GNAS/CHRM3/CALM1/ADRB3/PRKCG/KCNMA1/DMBT1/RYR3/ITPR1/ADCY3/ATP1A3/FXYD2/ADCY5/AMY2B/CST3/GNAQ/MUC7/PRKG1/PRKCA/ATP1B4/ATP1B3/ADRA1B/CD38/PLCB1/BEST2/ATP2B3/NOS1/PRKG2/AMY2A/ATP1B1/ATP2B4/PRKACB",73
"hsa04973","Carbohydrate digestion and absorption","39/5851","47/8662",0.0139954680380871,0.0328504735893988,0.0174943350476088,"AKT3/GNAT3/HKDC1/PRKCB/PIK3CA/LCT/TAS1R3/TAS1R2/PLCB2/SLC2A5/PLCB4/ATP1B2/ATP1A2/ATP1A4/PLCB3/ATP1A1/HK1/HK3/PIK3R1/ATP1A3/FXYD2/CACNA1D/PIK3R3/PIK3CD/AMY2B/G6PC2/HK2/ATP1B4/ATP1B3/SLC2A2/PIK3CB/PIK3R2/SLC5A1/PLCB1/AKT1/G6PC3/AMY2A/AKT2/ATP1B1",39
"hsa04920","Adipocytokine signaling pathway","56/5851","70/8662",0.0148969876607945,0.0347253919265417,0.0184928122685725,"ADIPOR2/IRS2/AKT3/JAK2/RXRB/TNF/APPL1/IRS4/ACSL4/CAMKK2/PCK1/CPT1C/MAPK8/AGRP/ACSBG2/PRKAB1/SOCS3/IRS1/LEP/PRKAB2/STAT3/SLC2A4/PPARGC1A/TNFRSF1B/CPT1B/ACSL6/RXRG/PRKCQ/IKBKB/CPT1A/MAPK9/LEPR/ACSBG1/CHUK/ACACB/RELA/MTOR/PRKAG3/PCK2/NFKBIB/NPY/RXRA/G6PC2/MAPK10/ACSL5/NFKB1/AKT1/ACSL1/G6PC3/AKT2/PRKAG2/TNFRSF1A/PRKAA2/STK11/ADIPOR1/SLC2A1",56
"hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","19/5851","21/8662",0.0156394788740492,0.0362064647906071,0.019281549296773,"CHST7/DSEL/UST/CHSY3/CSGALNACT2/CHST14/CHST12/CHST3/XYLT1/CHST11/B3GAT3/CSGALNACT1/CHPF2/CHST13/CHPF/CHST15/CHSY1/XYLT2/B4GALT7",19
"hsa04658","Th1 and Th2 cell differentiation","72/5851","92/8662",0.0157971278554069,0.036322647721956,0.0193434218637635,"MAF/JAK2/DLL1/HLA-DQB1/HLA-DQA2/HLA-DQA1/IL2/NOTCH1/MAPK8/TBX21/HLA-DRB5/IL12B/IFNG/CD247/JUN/ZAP70/JAG1/MAML1/NFATC2/RBPJL/NFATC1/MAPK12/HLA-DOA/HLA-DMB/NFATC3/IL12RB1/PRKCQ/IKBKB/JAG2/STAT4/MAPK9/NOTCH3/RBPJ/GATA3/MAML3/IFNGR1/CHUK/JAK3/TYK2/STAT5B/CD3D/RELA/NOTCH2/IL12A/IL12RB2/LCK/JAK1/RUNX3/NFKBIB/MAPK1/FOS/IFNGR2/MAPK11/HLA-DMA/HLA-DOB/PLCG1/DLL3/IL2RB/PPP3CB/MAPK10/MAPK13/IL2RA/STAT6/IL5/DLL4/IL13/NFKB1/LAT/IL4R/MAPK14/MAML2/STAT1",72
"hsa05166","Human T-cell leukemia virus 1 infection","165/5851","222/8662",0.0159989119613759,0.0365380556955748,0.019458136169241,"PTEN/MSX1/CREBBP/CREB5/E2F1/ADCY1/KAT2B/E2F2/AKT3/CSF2/BUB1B/ANAPC2/TNF/HLA-E/HLA-DQB1/ATF6B/HLA-DQA2/HLA-DQA1/CCNE1/MSX2/ZFP36/IL2/SRF/ATR/EP300/ICAM1/MAPK8/ITGAL/SLC25A5/MAP2K1/EGR1/NFKB2/KAT5/CDKN2A/CDKN2B/HLA-DRB5/ESPL1/FDPS/PTTG2/TBPL2/MAP3K1/TLN1/PIK3CA/MYC/SLC25A31/ADCY6/CCND1/NRAS/TP53/ATM/JUN/SLC25A6/ADCY4/ETS2/SMAD2/RB1/NFATC2/HRAS/NRP1/ADCY2/ADCY9/B2M/NFATC1/ITGB2/ELK1/PRKACA/CCNA1/ADCY8/TGFBR2/HLA-F/HLA-DOA/HLA-A/HLA-DMB/HLA-B/HLA-C/TBPL1/PRKACG/ANAPC5/NFATC3/SMAD4/MAP2K4/ANAPC1/CD40/CREB3L1/ELK4/IKBKB/TGFB2/CHEK2/ADCY7/MAPK9/XIAP/MAD1L1/TLN2/IL1R1/PIK3R1/CHUK/MAP2K2/KAT2A/TERT/XPO1/CDC20/ANAPC7/ADCY3/TRRAP/VDAC1/JAK3/CREB3L2/STAT5B/RELB/DLG1/CD3D/TCF3/RELA/ADCY5/PIK3R3/CHEK1/LCK/PIK3CD/JAK1/NFATC4/GPS2/MAPK1/FOS/BCL2L1/MAP3K14/TNFRSF13C/ATF4/HLA-G/HLA-DMA/HLA-DOB/IL2RB/PPP3CB/CCNA2/MAPK10/PIK3CB/PIK3R2/CDK4/CCNE2/EGR2/MAP3K3/CCND2/TGFB1/IL2RA/CDC23/CRTC3/TBP/CALR/LTBR/CRTC2/NFKB1/CREB3L3/TGFBR1/AKT1/SMAD3/BAX/ANAPC15/AKT2/IL1R2/TNFRSF1A/ETS1/KRAS/CREB1/MMP7/SLC2A1/PRKACB",165
"hsa03083","Polycomb repressive complex","66/5851","84/8662",0.0175881735285812,0.0398980043802714,0.0212474579539907,"SCML2/YY2/FOXK1/CREBBP/EPOP/KDM2A/RING1/ASXL3/EP300/MBD5/WDR5B/EED/JARID2/TFDP1/SFMBT1/RYBP/HCFC1/LCOR/FOXK2/BCORL1/PHC3/L3MBTL2/BCOR/AURKB/MBD6/CBX3/L3MBTL1/UBE2D3/OGT/RBBP7/BAP1/PCGF3/AUTS2/SKP1/MTF2/SUZ12/KDM2B/L3MBTL3/ASXL2/PHC2/USP16/CBX7/L3MBTL4/TEX10/SCML1/CSNK2B/HCFC2/RNF2/PHC1/E2F6/BMI1/USP45/PCGF1/ASXL1/RBBP4/EZH1/MGA/PCGF5/YY1/UBE2D2/WDR5/CBX2/MAX/USP7/DCAF7/CBX4",66
"hsa05321","Inflammatory bowel disease","52/5851","65/8662",0.0186954768640616,0.0421271412003522,0.022434572236874,"MAF/TNF/HLA-DQB1/HLA-DQA2/HLA-DQA1/IL2/TBX21/HLA-DRB5/TLR4/IL12B/IL17F/IFNG/IL1A/STAT3/JUN/SMAD2/NFATC1/HLA-DOA/HLA-DMB/IL12RB1/TGFB2/IL21/STAT4/GATA3/FOXP3/TLR5/IFNGR1/NOD2/RELA/IL12A/IL18RAP/IL12RB2/IL23R/IFNGR2/RORA/HLA-DMA/HLA-DOB/IL1B/TGFB1/STAT6/IL5/IL13/NFKB1/IL17A/IL4R/SMAD3/IL18R1/TLR2/IL22/STAT1/IL10/RORC",52
"hsa05133","Pertussis","60/5851","76/8662",0.0195025705616541,0.0433675582226255,0.0230951493493272,"NOD1/CALML5/CALML3/PYCARD/TNF/GNAI1/TICAM2/MAPK8/SERPING1/IRAK1/CXCL5/TLR4/IL12B/C5/TICAM1/IL1A/JUN/ITGB2/MAPK12/GNAI2/ITGA5/C1R/C2/ITGAM/MAPK9/LY96/CALM1/ITGB1/CD14/C3/NOS2/IRAK4/TRAF6/RELA/IL12A/NLRP3/GNAI3/MAPK1/FOS/MAPK11/C4B/IL1B/SFTPA2/SFTPA1/MAPK10/MAPK13/CASP7/IRF1/CFL1/NFKB1/RHOA/CASP3/IRF8/MAPK14/CASP1/C1S/C1QB/C4BPB/C4BPA/IL10",60
"hsa05220","Chronic myeloid leukemia","60/5851","76/8662",0.0195025705616541,0.0433675582226255,0.0230951493493272,"RUNX1/SHC4/GADD45G/CRK/E2F1/E2F2/AKT3/MAP2K1/CDKN2A/PIK3CA/MYC/MDM2/CCND1/NRAS/CBL/TP53/RB1/HRAS/BCR/TGFBR2/MECOM/SMAD4/IKBKB/TGFB2/BAD/SHC3/CTBP2/SHC2/PIK3R1/CHUK/MAP2K2/BRAF/POLK/STAT5B/RELA/SOS1/DDB2/RAF1/PIK3R3/GADD45A/PIK3CD/MAPK1/BCL2L1/CRKL/PIK3CB/SOS2/PIK3R2/CDK4/TGFB1/NFKB1/TGFBR1/AKT1/SMAD3/BAX/CDKN1B/CTBP1/AKT2/GAB2/SHC1/KRAS",60
"hsa04392","Hippo signaling pathway - multiple species","25/5851","29/8662",0.0202114094834421,0.0446500418653819,0.0237781288040496,"LATS2/DCHS2/LATS1/DCHS1/FRMD1/RASSF4/FRMD6/STK3/WTIP/CSNK1E/MOB1B/NF2/FAT4/RASSF6/LIMD1/AJUBA/WWC1/SAV1/TEAD2/PAK1/TEAD3/TEAD1/RASSF1/TEAD4/YAP1",25
"hsa05223","Non-small cell lung cancer","57/5851","72/8662",0.0204952459383411,0.0448889562607922,0.0239053613223154,"KIF5B/GADD45G/E2F1/E2F2/AKT3/RXRB/MAP2K1/ERBB2/CDKN2A/PRKCB/KIF5A/EGF/PIK3CA/EGFR/CCND1/NRAS/TP53/STAT3/RB1/HRAS/HGF/KIF5C/FOXO3/EML4/RET/RXRG/BAD/PRKCG/PIK3R1/MAP2K2/PLCG2/BRAF/JAK3/POLK/STAT5B/SOS1/DDB2/RAF1/PIK3R3/GADD45A/PIK3CD/MAPK1/RXRA/PRKCA/PLCG1/ALK/PIK3CB/SOS2/PIK3R2/CDK4/AKT1/BAX/RASSF1/RARB/AKT2/RASSF5/KRAS",57
"hsa04657","IL-17 signaling pathway","73/5851","94/8662",0.0205851722497715,0.0448889562607922,0.0239053613223154,"DEFB4B/DEFB4A/IL17D/MMP9/MUC5AC/CSF2/TNF/CEBPB/JUND/MAPK8/CXCL2/CXCL10/MMP1/CXCL1/CXCL5/CXCL3/TRAF3IP2/IL17F/IL25/IL17C/FADD/CCL11/IL17B/IFNG/CASP8/S100A9/JUN/MAPK4/MUC5B/MAPK12/MAPK15/IL17RA/ANAPC5/IKBKB/MAPK9/MAPK6/GSK3B/HSP90AA1/TRAF3/CHUK/MMP3/PTGS2/TRAF4/MAP3K7/TNFAIP3/IKBKE/IL17RC/TRAF6/RELA/MAPK1/FOS/MAPK11/LCN2/IL1B/MAPK10/TAB3/MAPK13/IL17RE/IL5/IL13/NFKB1/CASP3/TBK1/HSP90B1/IL17A/TAB2/MAPK14/TRAF5/ELAVL1/MMP13/CCL2/HSP90AB1/FOSB",73
"hsa05030","Cocaine addiction","40/5851","49/8662",0.0213119122510517,0.0461758098772787,0.0245906679819828,"MAOB/GRIN3A/GRIN3B/CREB5/BDNF/SLC6A3/RGS9/ATF6B/GNAI1/DRD1/GRIN2D/GRM3/DLG4/GRIA2/JUN/PDYN/GNAI2/PRKACA/PRKACG/CREB3L1/GNAS/GRIN2A/GRIN2B/CREB3L2/GRM2/TH/RELA/ADCY5/CDK5R1/DRD2/GNAI3/ATF4/MAOA/NFKB1/CREB3L3/DDC/FOSB/GRIN2C/CREB1/PRKACB",40
"hsa05219","Bladder cancer","34/5851","41/8662",0.0218751362370688,0.0470942423447723,0.0250797740297604,"RPS6KA5/MMP9/E2F1/E2F2/MAP2K1/ERBB2/CDH1/MMP1/CDKN2A/EGF/MYC/THBS1/EGFR/HBEGF/MDM2/CCND1/NRAS/TP53/RB1/HRAS/DAPK1/TYMP/MAP2K2/FGFR3/BRAF/RAF1/SRC/MAPK1/MMP2/CDK4/DAPK3/RASSF1/VEGFA/KRAS",34
"hsa05214","Glioma","59/5851","75/8662",0.0231756348415034,0.0495782568128364,0.026402621971333,"PTEN/SHC4/GADD45G/E2F1/E2F2/AKT3/CALML5/CALML3/MAP2K1/CDKN2A/PRKCB/EGF/PIK3CA/EGFR/MDM2/CAMK2B/CCND1/NRAS/TP53/RB1/HRAS/IGF1R/PDGFRA/CAMK1D/CAMK1G/SHC3/CALM1/PRKCG/SHC2/PIK3R1/MAP2K2/PDGFA/PLCG2/BRAF/POLK/SOS1/DDB2/RAF1/PIK3R3/GADD45A/PIK3CD/MTOR/MAPK1/PRKCA/PLCG1/PDGFRB/PIK3CB/SOS2/PIK3R2/CDK4/CAMK1/CAMK2G/CAMK2A/AKT1/BAX/CAMK2D/AKT2/SHC1/KRAS",59
